CustomerNBR,JoinDate,ContractType,PaymentMethod,Status,TariffType,MonthlyUsage_kWh,Email,PhoneNumber,Postcode,DOB
CUST100394,2020-11-30,Rolling,Direct Debit,Inactive,Green,801.25,huangkimberly@stokes.net,001-083-708-1647x090,51506,1941-10-27
CUST100395,2024-08-03,Fixed,Credit Card,Inactive,Standard,752.36,terrigarcia@hotmail.com,6335331060,01802,1994-08-27
CUST100396,2022-06-24,Rolling,Direct Debit,Active,Peak/Off-Peak,603.58,amanda03@bradford.com,5313122068,74020,1971-09-08
CUST100397,2022-04-14,Variable,Bank Transfer,Inactive,Green,993.46,brittanydrake@howard.com,558-393-8661,78767,1984-11-29
CUST100398,2024-07-02,Fixed,Direct Debit,Cancelled,Peak/Off-Peak,318.47,marycochran@weaver-thompson.com,315.520.6506,26526,1947-11-25
CUST100399,2023-07-24,Variable,Credit Card,Cancelled,Green,568.99,halljeffery@woods.com,731.495.0136,10699,1941-04-10
CUST100400,2023-03-08,Fixed,PayPal,Cancelled,Green,716.78,samantharichard@yahoo.com,971-892-4195x6252,95229,1986-08-25
CUST100401,2022-07-10,Fixed,PayPal,Pending,Standard,252.55,hernandezjanet@schroeder.com,+1-571-509-9768x3890,88052,1992-02-06
CUST100402,2022-06-25,Variable,Bank Transfer,Pending,Standard,342.03,janet69@rogers.com,091.436.3910,76324,1960-12-24
CUST100403,2020-10-14,Variable,Credit Card,Inactive,Green,341.57,fconner@stewart.org,(574)326-3039,81308,1974-08-08
CUST100404,2022-03-25,Fixed,PayPal,Cancelled,Standard,231.34,elizabetholsen@yahoo.com,524.508.6403x553,19456,1960-05-15
CUST100405,2023-12-22,Variable,PayPal,Active,Peak/Off-Peak,250.49,david09@yahoo.com,803.396.8527,42933,1989-05-23
CUST100406,2023-05-18,Rolling,Direct Debit,Cancelled,Economy,348.37,carriemccall@walker.com,+1-017-130-2321x2983,87541,1958-08-18
CUST100407,2022-12-15,Rolling,PayPal,Cancelled,Peak/Off-Peak,369.78,youngtoni@gmail.com,816.742.3362,96754,1972-02-21
CUST100408,2021-03-05,Variable,Bank Transfer,Pending,Green,804.4,sean43@steele.com,+1-344-973-4715x662,97866,2006-08-29
CUST100409,2022-12-17,Rolling,PayPal,Pending,Peak/Off-Peak,425.01,williamssamuel@costa-wilkerson.info,768.962.7066x1498,97064,2001-10-07
CUST100410,2023-07-28,Rolling,Bank Transfer,Active,Green,949.8,amy17@hotmail.com,(824)674-7468,96593,2005-03-03
CUST100411,2024-12-01,Rolling,Bank Transfer,Pending,Peak/Off-Peak,748.81,shannonlloyd@phillips.com,+1-715-273-2300x857,41987,1993-08-05
CUST100412,2023-12-26,Fixed,Direct Debit,Active,Peak/Off-Peak,546.22,petersonpamela@dennis.com,(665)674-9160x1692,02360,1949-06-12
CUST100413,2025-02-22,Rolling,Credit Card,Pending,Standard,655.0,bbush@hotmail.com,645.875.0663,20228,1941-05-17
CUST100414,2023-05-27,Rolling,Bank Transfer,Cancelled,Green,512.08,gmoore@harris-lee.net,705.024.9724,60618,1968-06-20
CUST100415,2020-10-26,Variable,PayPal,Cancelled,Green,221.94,kenneth10@yahoo.com,992.011.6691,19832,1949-09-14
CUST100416,2021-07-26,Rolling,PayPal,Active,Economy,106.09,briansmith@gmail.com,362.644.8869x46119,65964,1964-06-21
CUST100417,2022-10-22,Fixed,Bank Transfer,Active,Peak/Off-Peak,456.12,bgonzalez@gmail.com,001-524-364-0270x11686,41973,1950-04-07
CUST100418,2022-02-07,Fixed,PayPal,Pending,Peak/Off-Peak,857.45,tiffany71@glover-ruiz.com,+1-462-252-2372x8179,15391,1941-10-26
CUST100419,2025-07-10,Variable,Direct Debit,Pending,Economy,441.9,ylopez@lopez-williams.info,230.234.6791,88836,1939-06-12
CUST100420,2022-11-04,Fixed,PayPal,Active,Green,875.98,jeremy49@gmail.com,+1-214-161-4150x9377,53766,1970-10-24
CUST100421,2020-11-28,Fixed,Direct Debit,Active,Peak/Off-Peak,496.2,millermaurice@gutierrez.com,+1-100-409-0138x06984,34947,1967-01-31
CUST100422,2021-07-04,Rolling,Bank Transfer,Cancelled,Economy,487.55,rsheppard@yahoo.com,759.655.5535x6690,68749,1943-07-20
CUST100423,2024-04-13,Rolling,Bank Transfer,Cancelled,Economy,841.18,zevans@johnson.org,(510)762-0918x435,95172,2007-01-04
CUST100424,2023-07-12,Fixed,Bank Transfer,Active,Economy,685.93,averyshane@stanton.com,978.630.5050x573,00982,1948-05-03
CUST100425,2023-04-03,Variable,Direct Debit,Cancelled,Peak/Off-Peak,634.95,rmiller@harris-carson.com,+1-769-156-7164x932,59556,1972-01-29
CUST100426,2024-04-18,Variable,PayPal,Inactive,Green,370.39,renee11@yahoo.com,980.271.4872x71783,16979,1965-05-29
CUST100427,2024-12-07,Rolling,Direct Debit,Pending,Green,642.89,melissa87@gmail.com,321.160.2564,83639,1989-08-24
CUST100428,2021-07-27,Fixed,PayPal,Cancelled,Economy,725.76,perryeddie@hotmail.com,471.287.1539,59395,1987-12-04
CUST100429,2023-11-11,Rolling,PayPal,Inactive,Economy,531.11,hartcraig@dillon-beard.biz,001-915-668-6334x14111,84245,1988-01-22
CUST100430,2025-06-28,Variable,Direct Debit,Active,Green,259.87,kpena@hotmail.com,931-952-5690x40983,76310,1948-05-16
CUST100431,2022-03-15,Fixed,Credit Card,Cancelled,Economy,458.42,jacksonrichard@hotmail.com,(655)289-9316x0875,13273,1964-07-06
CUST100432,2022-10-02,Rolling,Bank Transfer,Active,Economy,387.22,fosternatasha@hotmail.com,(437)729-4209,05283,1971-02-05
CUST100433,2020-12-17,Rolling,PayPal,Pending,Green,761.39,reesesamantha@smith-roth.com,481-497-3746x05233,29156,2001-12-24
CUST100434,2024-04-17,Variable,PayPal,Active,Peak/Off-Peak,669.61,megan13@gmail.com,001-027-642-0865x675,98242,1962-08-01
CUST100435,2020-08-07,Rolling,Direct Debit,Inactive,Economy,970.99,uschroeder@yahoo.com,001-661-844-3861x25904,25097,1957-11-11
CUST100436,2025-01-03,Variable,Credit Card,Active,Peak/Off-Peak,803.78,lopezjason@yahoo.com,292.774.2333x059,55574,1962-04-17
CUST100437,2025-03-01,Variable,Bank Transfer,Inactive,Economy,393.3,lori82@gmail.com,266-201-5720,91785,1981-11-24
CUST100438,2022-04-06,Fixed,Credit Card,Cancelled,Economy,352.27,htaylor@hotmail.com,859-626-3013,72077,1973-10-13
CUST100439,2023-09-07,Fixed,Bank Transfer,Cancelled,Economy,807.28,jameswhitaker@wright.com,(749)261-7647x5011,22272,1973-10-12
CUST100440,2024-04-02,Rolling,PayPal,Inactive,Standard,428.51,joshuacolon@hotmail.com,178-309-9974,79267,1935-01-04
CUST100441,2021-03-07,Variable,PayPal,Pending,Peak/Off-Peak,938.86,maldonadojohn@yahoo.com,001-192-676-4921x518,49988,1947-05-31
CUST100442,2023-05-24,Variable,Direct Debit,Pending,Peak/Off-Peak,279.82,susanwells@hotmail.com,(606)888-7189,28830,1959-10-11
CUST100443,2023-04-04,Fixed,Direct Debit,Pending,Economy,997.54,frank41@yahoo.com,+1-131-292-0875,46125,2003-01-29
CUST100444,2021-08-24,Fixed,Credit Card,Cancelled,Green,261.93,kwilliams@vincent.com,029-321-8401,27995,1999-06-22
CUST100445,2023-02-21,Variable,Credit Card,Cancelled,Economy,790.86,denise80@smith.org,845-826-0340,25556,1976-02-21
CUST100446,2024-11-24,Fixed,Bank Transfer,Pending,Standard,124.22,johnnytrujillo@marquez-fletcher.com,487.297.5859x88310,89581,1967-01-23
CUST100447,2023-03-20,Rolling,Direct Debit,Active,Economy,754.49,dyork@yahoo.com,032.432.9839,76108,1957-10-03
CUST100448,2024-01-22,Variable,PayPal,Pending,Standard,948.68,hturner@sanders.com,(429)618-4462x671,02384,1977-06-22
CUST100449,2023-05-12,Fixed,Direct Debit,Active,Economy,288.68,gabrielle71@yahoo.com,628-314-3598x926,49031,1944-01-15
CUST100450,2024-01-04,Rolling,Credit Card,Pending,Peak/Off-Peak,817.92,michelle44@gmail.com,(566)093-1418,48184,1957-04-07
CUST100451,2023-02-06,Variable,Direct Debit,Active,Economy,848.15,racheltrujillo@powell.com,861-515-5423,02623,1960-01-31
CUST100452,2025-04-20,Rolling,PayPal,Cancelled,Peak/Off-Peak,162.24,jordan66@yahoo.com,016-361-1284x971,40077,1979-10-17
CUST100453,2021-09-01,Rolling,Direct Debit,Pending,Green,863.01,matthewreeves@nichols.com,594.849.1025x62588,40735,1996-07-16
CUST100454,2022-03-21,Variable,Credit Card,Pending,Green,815.54,marywalter@gmail.com,+1-679-240-8222x694,66310,1953-11-21
CUST100455,2024-02-29,Rolling,PayPal,Inactive,Economy,705.68,ruizjoyce@hotmail.com,5396727578,16851,1936-04-27
CUST100456,2023-10-23,Fixed,Bank Transfer,Pending,Economy,225.26,destiny35@garner.biz,468-341-4651x1131,92161,1999-03-07
CUST100457,2022-01-24,Fixed,Bank Transfer,Active,Green,372.55,jorge47@gmail.com,(901)487-0682,65923,1992-10-29
CUST100458,2025-06-05,Fixed,PayPal,Inactive,Standard,327.41,delacruzbrandy@hotmail.com,788.160.9306x8538,85555,1980-01-19
CUST100459,2023-02-23,Rolling,PayPal,Pending,Green,238.73,gpreston@dillon.net,+1-909-728-3215x28506,60269,1937-06-03
CUST100460,2024-01-15,Fixed,PayPal,Pending,Green,480.82,jbrown@gmail.com,625.153.8144x7443,54771,1958-09-30
CUST100461,2025-03-31,Rolling,Credit Card,Cancelled,Standard,439.29,robert97@stewart.com,9634807970,54291,1970-06-30
CUST100462,2020-08-03,Fixed,PayPal,Inactive,Green,504.16,lcook@walters-smith.com,(097)545-1052x650,46602,1945-01-23
CUST100463,2023-03-04,Variable,Credit Card,Active,Green,638.14,barbaramoore@anderson.biz,673-188-2617,46666,1957-10-27
CUST100464,2023-01-10,Rolling,PayPal,Pending,Standard,624.02,ysanford@gmail.com,2437654562,71603,1935-11-29
CUST100465,2022-05-17,Rolling,Credit Card,Cancelled,Standard,580.93,jessicadodson@sherman-schmidt.com,+1-417-722-5605,56317,1982-07-07
CUST100466,2024-03-29,Fixed,Credit Card,Pending,Peak/Off-Peak,931.15,jeremywiley@anderson-reyes.org,001-313-402-6650x237,69073,1999-01-28
CUST100467,2025-07-08,Variable,Direct Debit,Inactive,Economy,882.67,cameronwilliams@yahoo.com,+1-416-787-2568x62110,44518,1934-09-22
CUST100468,2023-04-30,Fixed,Bank Transfer,Active,Peak/Off-Peak,476.47,ryan25@yahoo.com,(258)030-5690,15361,2001-01-16
CUST100469,2024-07-16,Fixed,PayPal,Cancelled,Standard,133.09,frederickmeadows@yahoo.com,(744)716-3928x23414,23545,1968-04-09
CUST100470,2024-05-05,Variable,Bank Transfer,Pending,Green,971.59,jeffreymercer@gross.net,001-363-718-9239x231,60639,1998-11-26
CUST100471,2024-05-06,Variable,Bank Transfer,Active,Standard,731.47,richardsondebra@brooks.com,(604)326-0931,56650,1949-06-22
CUST100472,2022-05-27,Fixed,Direct Debit,Pending,Green,831.07,stanleydesiree@williams.biz,6684335670,49406,1940-09-25
CUST100473,2024-12-07,Variable,Bank Transfer,Pending,Peak/Off-Peak,634.44,qmartinez@yahoo.com,604.145.4563x50200,23687,1936-12-14
CUST100474,2024-08-11,Fixed,Bank Transfer,Inactive,Peak/Off-Peak,922.96,heathermccoy@fisher-garcia.net,5347491624,72951,1974-02-22
CUST100475,2022-01-11,Rolling,PayPal,Inactive,Peak/Off-Peak,198.43,robertroach@hotmail.com,554.110.8255x5989,78474,1965-08-28
CUST100476,2021-04-22,Fixed,Credit Card,Pending,Green,323.41,daniel17@lynch.net,(343)961-1291x093,21820,2006-01-28
CUST100477,2022-12-31,Rolling,PayPal,Cancelled,Economy,698.22,jade42@kelley.info,711.895.4738,71642,2003-01-24
CUST100478,2024-12-20,Fixed,PayPal,Inactive,Economy,249.7,aaronpowers@gmail.com,001-202-368-4855x7161,57632,1957-05-10
CUST100479,2023-06-09,Variable,Bank Transfer,Inactive,Economy,651.41,stacychan@gmail.com,688.029.4240x9036,50513,1954-07-15
CUST100480,2021-05-19,Rolling,Bank Transfer,Inactive,Standard,606.9,dawn74@marshall-garcia.com,881.278.6866x9432,37860,1947-05-15
CUST100481,2022-08-01,Variable,PayPal,Inactive,Standard,680.53,michael56@wilson.com,2939087884,86956,1948-03-12
CUST100482,2023-03-24,Rolling,PayPal,Active,Green,682.07,markkline@adams.com,344-812-3083x4024,90750,1976-01-16
CUST100483,2022-06-30,Rolling,Bank Transfer,Pending,Standard,970.13,moralessuzanne@houston-vaughn.info,(403)381-0595,89666,1980-04-09
CUST100484,2022-04-12,Fixed,Credit Card,Active,Green,398.44,danielhorton@gmail.com,184-269-4500x53424,57844,1996-03-09
CUST100485,2021-11-02,Fixed,Credit Card,Active,Peak/Off-Peak,816.61,perrybrittany@gregory.com,8916498373,83614,2001-05-13
CUST100486,2020-10-16,Fixed,PayPal,Pending,Green,195.35,timothyfreeman@alexander-brown.com,439-627-3652x71727,37626,1982-04-30
CUST100487,2020-12-23,Fixed,Credit Card,Inactive,Standard,188.75,tiffanysantiago@stone-watts.org,(239)724-0422,92525,1969-08-11
CUST100488,2022-09-01,Variable,PayPal,Cancelled,Peak/Off-Peak,299.8,pstanley@reed-rhodes.biz,(931)216-3761x8209,81814,2000-10-18
CUST100489,2024-08-17,Fixed,Direct Debit,Inactive,Peak/Off-Peak,772.17,smithsarah@allison.com,660-100-2314,13506,1969-02-03
CUST100490,2021-03-16,Fixed,Bank Transfer,Inactive,Green,602.19,john40@hotmail.com,(900)185-1327,11985,1984-03-01
CUST100491,2024-06-16,Rolling,PayPal,Inactive,Economy,718.9,ppowell@stevens.info,001-972-457-2308x48100,14107,1997-01-08
CUST100492,2024-02-10,Variable,PayPal,Inactive,Standard,298.93,hwest@mcgee-smith.biz,841-862-0303,12250,1936-06-07
CUST100493,2025-06-25,Variable,PayPal,Cancelled,Standard,436.71,hawkinsaaron@gmail.com,(625)436-1721x31451,85648,1982-07-31
CUST100494,2022-03-29,Rolling,Credit Card,Active,Economy,516.76,diamondbryant@yahoo.com,+1-515-109-2268x592,02654,1975-07-28
CUST100495,2023-11-07,Rolling,PayPal,Cancelled,Standard,711.6,velasquezmegan@yahoo.com,+1-624-945-1475x41022,81275,1980-01-04
CUST100496,2024-10-15,Fixed,Direct Debit,Pending,Economy,721.39,jennifer11@hotmail.com,267-711-9642x15226,54408,2005-01-23
CUST100497,2023-12-26,Variable,Credit Card,Inactive,Economy,235.67,petersonmaria@kelley-brooks.com,(576)769-5236x687,14089,2000-07-04
CUST100498,2022-08-30,Fixed,Bank Transfer,Cancelled,Peak/Off-Peak,997.93,travisunderwood@griffith.com,+1-878-836-1968,65565,1949-12-07
CUST100499,2021-11-03,Rolling,Direct Debit,Pending,Peak/Off-Peak,534.49,ylewis@love.biz,001-313-503-0587,98797,1971-04-29
